Genes,CTRL_IgG_1,CTRL_IgG_2,TERT_IR_1,TERT_IR_2
GLOD4,2.143548253,1.481593756,1.547605173,1.444614694
FEN1,2.168519264,2.358178105,3.411570441,3.493625327
SCAMP3,2.342736678,2.612660598,1.482390831,3.49745134
NDUFS7,1.516313876,1.773660603,4.164638128,4.003164984
GMCL2,1.6603355,1.084065046,3.582509831,1.535233359
BIRC2,1.709627712,1.395076784,1.8471088,1.746936267
BIRC3,1.268906759,1.528898312,1.090101859,1.088671993
RPL36A,1.755471663,1.755451276,4.315235155,4.633968903
RPL36A-HNRNPH2,1.379877487,1.330235815,4.316513447,4.635157915
RPL36AL,1.418345579,1.260419526,1.579062539,1.371614782
GRK6,1.521018915,1.530503438,2.765298445,1.108620583
SLC25A33,1.386715832,2.440528955,3.179157162,2.989746746
SLC25A36,1.421424776,1.721974643,3.222491088,3.032169255
HARS2,1.075900223,1.608771005,3.066873973,1.48513791
HARS,1.864255557,1.234608769,2.985048644,3.289401575
ARL8B,1.030683843,1.050699024,3.872662507,3.489551642
PUM2,1.514342948,1.45057436,2.591874381,2.133983609
EIF5A,2.896066712,1.669152412,4.163852539,4.43996499
EIF5A2,2.890860352,2.10038422,4.39471392,1.596270828
EIF5AL1,1.430690816,1.216264704,1.748802921,1.394086091
NME1-NME2,2.650670806,2.427328164,2.603263333,2.479946833
NME2,2.971682043,2.740595019,2.922630721,2.795038234
NME1,2.890740612,2.662335434,2.842258548,2.716146816
RPS27L,4.044196954,3.715863312,1.358477485,1.680381807
RPS27,4.027191814,3.759670392,4.997340117,5.137948066
ARF5,1.51054102,1.221766724,3.315451844,3.617846519
CAMK2B,1.84580392,1.528669939,0.851779668,0.85992483
ARF1,2.631651323,1.901353043,4.210072001,4.193272877
AURKA,1.975888503,1.858164466,2.936212011,3.45040577
ELAVL2,1.685252899,1.837994435,4.110203268,4.003783049
CHMP4C,1.088688217,1.432177255,1.430885541,1.770212063
CBX1,1.761668252,1.146615555,1.265403467,4.938356545
ARF3,2.669409162,1.204116045,4.220247051,4.20374149
BAG4,1.198442687,1.986068257,2.798092831,1.648594726
DNAJC7,2.495539395,2.7036176,4.712393255,4.674244888
GPATCH2,1.636248061,1.553633861,1.396482358,2.628474818
SCAF1,1.083999391,1.892601564,1.257183389,1.197387292
GPATCH8,1.653403075,0.97541166,1.427433801,3.056447924
VIRMA,1.729617968,1.293232737,2.727732656,1.513875167
KMT2A,1.689553256,2.042050522,1.593038635,1.237011729
USP36,1.699608945,1.919527614,1.030932224,1.597630642
KAT6A,1.569673439,1.381145832,1.063526539,1.638980731
PPP6C,1.772783293,1.5212074,4.662818264,4.590147153
ATAD5,1.395677158,1.968191063,1.622796254,1.530478033
SNRPA1,1.455470839,1.624436391,4.103345122,4.324668893
NUDT16L1,1.320608009,1.088598134,4.33920606,4.242996153
AHCTF1,1.776967995,1.346780532,2.747788444,2.267558389
YBX1,2.56239789,2.939470732,5.069174799,5.012640625
DCAF10,1.508176844,0.99792971,3.786073402,3.639186346
PRPF31,0.886894641,1.069153483,1.527739097,1.924712334
ASPM,1.439286841,1.321197412,2.456567932,2.088623902
PATZ1,2.5263242,1.598154113,2.847112032,1.244967308
POC1A,1.370472326,1.427896504,1.8194578,1.627690634
CHD3,1.717412026,1.680904815,2.617900311,1.791652054
WDR43,1.77169587,1.726148511,2.714994493,3.028875789
DNAJC10,1.329681013,1.504933704,3.620095047,3.392064616
PSMD12,2.390678218,1.32193796,4.312062718,4.208874265
RIOX2,1.436765764,1.08759677,3.446707706,3.30230073
UTP20,1.253975999,1.375881112,1.754812044,1.329696713
BCORL1,1.265083032,1.537120374,1.065158952,1.349363439
AKAP8,1.618214836,1.382498866,3.719280758,3.497030578
TSPYL2,1.617319206,1.933804826,3.78668542,3.371005043
REXO4,1.699513333,1.561976026,3.838594149,3.453130817
ANKRD17,1.882798418,1.628357567,3.688294525,3.497597407
RBM34,2.293117516,1.827644595,4.058899001,3.772595506
DHX40,1.637690107,1.595241848,3.027088962,2.874051937
POLR3A,1.380375644,1.383040679,4.094846051,3.817829627
NOL8,1.405512817,1.628187132,1.400784362,1.653591284
PSME3,1.407738642,1.034137453,4.583005794,4.469687418
HAT1,2.636885705,1.953220549,3.612078235,3.937505299
DCAF13,1.381305778,1.469909699,2.323224869,3.160058407
ZNF354A,1.510396717,1.477392638,1.761103956,1.947193419
RBM45,1.744070873,1.532998895,2.774084553,3.029114179
MRPL58,1.883329809,1.291432301,3.784869485,3.343436751
ICE1,1.567359166,1.758890544,2.617889601,1.927915447
EXOSC5,1.116240297,1.472552279,3.970489706,3.862612814
NKAP,2.943250146,1.46838651,4.579246058,4.320185637
RRP9,1.942047632,0.742295763,2.935973219,2.583503345
LENG8,1.810615135,1.81543813,1.570534559,3.238982117
CINP,1.647919798,1.544288158,3.775742113,2.562172715
DNAJA2,2.574899848,1.741818503,4.364988363,4.388534877
RPP25,1.300860502,1.501322033,1.198341453,3.04917294
ZNF689,1.607055027,1.559914397,1.324105603,1.379395499
C7orf50,1.136673753,1.640210767,3.908464718,3.778116468
NSUN5,1.597578682,1.678733364,3.517400293,3.503830288
PSMD4,2.375636233,2.88478141,4.593447618,4.502548254
MEPCE,1.143548735,1.936444093,2.07942133,1.639373367
ZNF644,1.220240214,1.536834862,2.439486786,1.548304755
ABCD3,1.002741468,2.469400699,4.51501262,4.362702425
ZSCAN25,1.924804662,1.124701329,1.392612692,1.634134052
COL18A1,1.123212684,1.704931787,3.042342917,2.666386342
APLP2,1.636864105,1.24564809,1.560132603,1.185267186
DEK,1.51972569,0.992848043,4.338800987,4.125428297
APOBEC3B,1.375514547,1.378974844,1.922849919,1.402679471
USP42,1.401600395,1.339647594,1.703194763,1.60657217
MELK,1.926558737,1.406119378,1.65443443,1.52204708
CHMP1B,1.544734122,1.374805892,1.545677142,1.283980592
ZFC3H1,1.999597841,1.78435963,2.241247295,1.487654976
TTF1,1.380884717,2.19216174,1.6928738,0.959852998
SMARCC2,1.833956079,1.360943798,1.691307222,2.755360097
RAD18,1.147741491,1.921253287,1.331782472,1.981341075
HIRIP3,1.300517479,1.669609192,1.264018019,1.014987596
PPP5C,1.491606929,2.127335492,3.69652368,3.917801962
ATXN2,1.427366398,1.420466769,4.117255656,3.884522561
SSU72,1.473521674,1.305398146,1.272134526,1.401163555
AARS2,1.598938123,1.584411283,3.366084746,3.06225321
ZNF121,1.578126699,1.534952947,1.225600346,2.983220042
PARS2,1.808844936,1.828404845,2.738984779,2.253567468
USP40,1.905297599,1.297586379,1.822797926,1.072916343
EPB41L4B,2.208660243,1.292458281,2.869208234,2.731655748
ARCN1,2.071009006,1.476695847,4.022210517,3.851462616
TOMM40,1.864280541,1.666788338,4.055319547,3.867600567
ZCRB1,1.448728042,1.289827608,3.848764737,3.480424527
ZNF362,1.048824354,1.456115015,3.432391546,3.350077183
CTBP2,1.33096683,1.474011909,2.810569819,3.157481913
RAD50,2.359141325,3.023291819,3.910682584,3.597937842
CLSPN,1.347150948,1.376352521,1.230475825,1.488614604
LUC7L3,2.498622264,2.073616064,4.165295101,4.090476348
MSI1,1.288099327,1.594153153,4.531897968,4.320311717
GLE1,1.430448669,1.499033178,3.577362294,1.45205659
MRPL10,1.450690265,1.621136848,3.993665865,3.967827675
VRK3,2.228723644,2.269749344,3.758847903,3.623320678
MCRS1,1.458956905,0.956380814,3.533095137,3.279038336
MRM3,1.625139706,1.98895697,3.194126739,1.630326711
TENT2,1.555710747,1.927409909,3.560106398,3.404761062
RBMS1,0.89385582,1.672184754,4.07197213,3.862609184
MEAF6,0.886114209,1.365592248,3.926527552,3.822966916
MRTO4,1.034049679,1.755062944,4.008250757,3.526561641
ECSIT,1.611030611,1.232532187,3.768534976,3.625970038
ASCC2,2.07694449,1.245282583,3.650792714,3.658428242
TRAF4,2.072992195,1.610652305,2.591589257,1.197559594
C2orf49,1.519815389,1.89585713,2.115188153,1.173884863
MYCBP2,1.630415664,0.895439498,3.400688911,2.930329165
ALYREF,2.411121066,2.322763219,4.384542439,4.307948324
ZNF485,1.466706682,1.248748338,1.430562743,2.585340031
PAXBP1,1.547934247,1.421015764,2.845927792,1.865169024
SMAD3,1.543329369,1.399174724,3.671018323,1.453789409
KHDRBS3,1.161664088,1.507370755,4.230633672,3.545133082
SRRM1,3.307048198,3.722367904,4.398563526,4.260677947
GPBP1,0.946939619,1.489226141,1.564743215,1.287609926
HOXB6,1.942613374,1.58664807,1.306984236,1.202316691
THAP12,1.335225317,1.353191165,1.756526405,1.302327401
OTOG,1.720267486,1.207522633,3.534564713,3.445058805
TAF1B,1.579018714,1.565573964,1.291823875,1.903107051
ZRSR2,1.673145594,1.150844108,1.745220339,1.922114437
TRMT2A,1.119342151,1.689735676,3.345067526,3.155377056
G3BP1,2.716408422,2.955110952,5.150874884,5.002466777
ZNF354B,1.592528918,1.327133748,1.271078133,1.461858269
BAG6,1.939136416,1.908881676,4.042116098,3.815673012
ARID2,1.774776897,1.60521145,1.875366298,1.231296069
FAR1,0.996191275,2.101193318,3.783977959,3.392709454
LARP1B,1.519659501,1.820192408,3.037151395,2.924189374
RSBN1,1.610766159,1.414816906,1.585716951,1.39468547
POM121,2.014227366,1.467956158,3.44650289,2.289461324
ESS2,0.846593458,1.601535986,3.356400474,2.824884413
ANP32A,1.811052085,1.484657058,1.292034864,1.245161473
MIA3,1.661022211,1.378438678,2.532306951,1.64676417
MLF2,1.302663483,1.176162159,4.381122239,3.974356692
BAZ2A,1.854377474,1.362336051,1.96658736,1.529881031
URB2,1.266302745,1.54004615,1.345939828,1.196252247
SCAF11,2.013275542,1.243549218,1.572291322,1.182219311
OGT,1.549329726,1.658477999,3.498530189,2.962341484
POLQ,1.253620272,1.53161558,1.504437918,1.145475935
ZNF280C,1.671674014,1.561711505,2.734725206,1.418192488
SMC6,1.57005243,0.78356075,1.367080744,1.442167777
POLR1E,2.010743834,2.845295765,3.919485256,3.716550559
MEX3C,1.553400708,1.778901736,3.75646268,3.811024965
TERF1,1.427040295,1.859721984,1.076952704,1.075268495
CDC20,1.982697318,1.340911719,3.58770527,3.366495869
MSH6,0.681092673,1.933371586,3.151384021,3.008517022
PPIG,1.556805724,1.301049774,1.275228159,1.493337817
BCOR,1.188642068,1.615693758,1.672078383,1.777159473
CAAP1,1.161494408,1.040377833,3.447678771,3.396566231
CIZ1,1.345891995,1.439660558,1.724138847,2.374732497
TRAF2,1.814764479,1.77993607,3.73676783,3.534752951
POLR1A,1.455773819,2.233721813,3.381598748,3.384158511
ELOA,1.323434297,1.917396738,1.719267316,1.383327898
CWC15,1.535986765,1.920533908,1.026608413,1.691879831
TTLL4,1.306614486,1.80422702,2.768791508,2.443562881
UBN2,1.477312702,1.994204495,2.777930977,2.592322526
FBXO3,1.794240681,1.465317008,1.66806761,1.654280091
ZNF70,1.410868931,1.524006363,1.038561782,1.726473707
REV1,1.22264247,1.421117669,3.729618091,3.608769503
RPAP2,1.466083911,1.553039648,3.232655143,2.303719208
TEFM,1.480515978,1.567674005,1.469751121,1.357638826
MUS81,1.575984917,1.779308198,1.287133118,1.704775878
PRRC2B,2.156941606,1.438196066,2.784417656,3.028676167
RBPJ,1.284598855,1.738496656,1.478773855,1.448142621
DGKZ,1.498047128,1.523462696,2.841826477,1.720210063
EME1,2.896134217,1.451097961,1.576332059,0.961572271
CDC37,2.201103722,1.215612341,3.405469663,3.455604866
ANAPC10,1.622276419,1.858651993,3.763470062,2.789789813
PPP6R1,0.729753995,1.725681038,3.953681884,3.799872997
TNRC18,0.579805827,1.340319324,1.527535899,1.688104205
UGDH,1.239508958,1.407383715,2.43707892,2.514154757
RAD23B,2.061191499,1.643141433,3.791505512,3.45255544
BCKDHA,1.85992885,1.40391726,1.208380676,2.26567833
ZNF555,1.397218955,1.790456671,1.578614972,1.49277962
MRM2,1.134567212,1.587425878,1.160238819,0.937124895
ZNF445,1.42345579,1.427536586,1.974376513,1.446774866
ETFB,1.598942145,1.521036834,3.33441386,3.185287488
TRIP13,1.185693827,1.391749133,4.41072888,4.353422798
NUBP2,2.046048885,1.809011018,4.074082107,3.806701387
BAG3,1.074301324,1.353617268,2.980417841,2.993809008
SLC3A2,1.445065701,1.652220175,3.70103669,3.526676041
TFCP2,1.26883337,1.163002962,3.999761803,3.917397411
DAXX,1.44727482,1.268738841,1.55034088,3.381884961
ASH1L,1.745771439,0.994642052,1.37308684,1.091634536
SUZ12,2.239722487,1.43977347,1.555356433,1.897733122
MPHOSPH8,1.892826729,1.62831455,1.682078892,1.673744763
UPF2,1.685372022,1.423879392,3.7052974,3.581802808
N4BP2,1.034143213,1.340228146,1.338882936,2.235852818
URGCP,1.641274809,1.661017472,1.949603314,2.028889862
PSMD8,1.546586806,2.752096361,4.159117854,4.053102872
BRD1,1.290737098,2.15284526,2.258995306,1.617341587
HELZ,1.429425206,1.961955289,4.031913846,3.710362321
NPAT,1.888122807,1.143740738,1.412294395,1.251125676
TOE1,1.470444258,1.978703303,2.958496221,1.145631035
LSM11,1.419372577,1.555419189,3.237250604,2.968636189
CD2BP2,1.816994866,1.596577189,2.932647289,2.619265954
ARHGEF39,1.659496673,1.634424111,1.175188784,1.212280008
WT1,1.016204851,1.328603069,0.982773204,1.263601437
INO80E,1.628211748,1.76023405,2.346459799,1.228946087
NUP50,2.265557909,1.750268707,2.754057592,1.798358795
VTN,1.266136588,1.091418029,1.571851563,1.602457605
DUSP11,1.447900617,1.652413686,3.214854165,2.916380087
MYEF2,0.964023382,1.673450092,1.36525215,1.339033671
ZNF672,1.230068868,1.676014399,1.319813349,1.489775462
MTHFD2,1.019720168,1.711146395,3.77127749,3.584126241
NRAP,1.132641465,1.211510651,3.074897709,2.604639597
URI1,1.770081787,1.182319834,4.714147596,4.616330428
RBM17,1.443947335,1.729013628,3.946597236,3.632476526
RPN2,1.401241483,1.129383062,4.193661149,4.013513382
SMAD2,1.64648033,1.411085293,3.797727384,3.809850301
WARS,2.178089728,1.513902921,3.382578808,3.659623128
CCNB1,1.651551174,1.778037727,2.920050809,0.817332827
PUF60,3.430602696,3.058195548,4.127885956,4.019923544
CCDC82,0.862166904,2.014751394,1.008852191,1.408412627
STIP1,2.27014856,2.747860848,4.417507981,4.336208231
RIOK1,1.452985707,1.347975893,4.602681946,4.349270457
LSM14B,1.297593092,1.900464143,3.82319018,3.886711523
PYCR3,1.640059747,1.805711854,3.31579064,3.183586925
DUSP9,1.403679613,1.368122572,3.747042558,3.389479966
ADARB1,1.42163084,1.233059154,1.767037974,1.754054782
PKN3,1.651806349,1.719789655,2.954286682,2.988085759
DPF2,2.161267668,0.973475787,3.438109829,1.378541277
PPP2R1B,1.799618749,1.53613062,3.653800511,3.378753959
CANX,0.971537408,2.16577031,3.863835587,3.771721838
BTBD1,1.566873978,1.563625087,2.759854331,3.383692685
MSI2,1.68868752,2.081540685,4.425117377,4.196533213
FAM102B,1.751514254,1.323267073,1.167820763,1.437055428
TAF1A,1.896817682,1.753181642,1.484165921,1.556777789
NARS,1.939403246,1.457690121,1.55033622,1.443001068
SMARCE1,1.617600057,2.195684099,3.088540182,3.088510314
MTPAP,1.346373299,1.688506474,3.588702934,3.422232949
RNF10,1.635737295,1.556964847,1.782226451,1.8614371
ZBTB7A,1.693934623,2.161194665,3.141285022,2.975077321
DTWD2,1.740191403,2.160273152,3.200801396,1.72577441
MCM3AP,1.898507246,1.545162551,1.514632932,1.870690844
ZKSCAN2,1.793750272,1.126297037,1.53961634,1.311653795
XPC,1.629336715,1.869101738,1.748391936,1.512870188
EEF2K,1.327188347,1.254582408,1.789661862,1.471419567
ZNF277,1.422635843,1.404709151,3.140756675,2.94678983
ZNF567,1.692699058,2.045528472,1.668018277,1.78173998
SP1,1.536235876,1.749053331,1.978423443,2.980671341
PNMA1,1.649343348,1.50236173,2.032338616,1.558675744
SHPRH,1.907836698,1.134372708,2.335289793,1.13367315
RAB9A,1.844827647,1.553059336,3.639581667,2.941727083
PURB,1.433521026,0.736451044,2.531001379,3.624807601
RBM12,1.487424711,1.488768215,2.912679543,3.159626233
CDC6,1.349720624,1.725228911,3.38883985,3.321968035
GLDC,1.645591046,1.486759448,1.134249241,1.286484912
CS,2.261612031,2.683314684,3.835726854,3.786950177
SEC23IP,1.595122843,1.393493255,2.638716852,2.541097726
CXorf56,2.412521116,2.421920839,1.578144841,1.943498748
SDC1,1.572110304,2.682157486,1.009863268,1.394910365
ERCC6,1.265230472,1.371796812,1.534629463,1.296416442
FAHD1,2.491414645,1.630456124,3.710514965,3.717183857
SMARCD1,1.575981474,1.34141406,1.397151331,1.234655421
PAICS,3.153133185,3.081194602,3.933677177,3.833588135
ZNF512B,1.335454265,1.469063577,2.73963414,1.985559661
UBE2O,1.118854445,1.475353059,3.688157948,3.280708934
ZNF787,1.438505377,1.925329784,4.044892812,3.757912906
NAF1,1.354479008,1.364597546,3.980388452,3.862044182
DNAJC16,1.03576807,2.021240327,3.114619585,3.090725062
ANGEL2,1.815825117,1.329887159,1.112128785,1.905264982
VWA8,1.295042348,1.331654243,3.105485884,2.477986172
KAT6B,1.426892246,1.558512705,1.685980389,1.440227086
MEX3B,1.772274269,1.489473773,1.372477701,1.295812292
NDUFA9,0.592286023,1.619444397,3.770928652,3.35437274
INPP5K,1.492254828,1.716408375,2.732529753,3.038222971
CDC42EP2,1.799025964,1.862586245,3.338965783,3.583779809
TRIM32,2.15164949,1.608298815,3.05333394,1.648345329
ANKRD52,1.61610332,1.618173166,1.311967044,2.35650565
SIN3A,0.828318966,1.137971062,2.667414849,1.237715451
WRN,1.651003259,1.299974838,3.106932767,2.076689108
7-Sep,2.921574891,2.330978028,3.953374847,3.931129674
STAMBP,1.633750215,1.441268738,2.868730786,1.580876503
WDR60,1.392493898,1.286271569,1.579067385,2.174372371
VAMP7,2.677688436,1.207136986,3.891396609,3.915298053
TAF7,1.897192561,1.723195808,2.944362515,2.785834322
OSBPL6,1.783740975,1.73215007,1.72215779,1.224693926
CENPC,1.733256109,1.220563656,1.913306738,1.459032559
YARS2,1.172931484,2.012647063,2.995152486,3.417296796
PJA2,1.851599703,1.311995582,3.976061949,3.822638864
UBN1,1.650070385,1.735812952,1.236021526,1.636184839
DNAJC9,2.599495773,2.867747163,4.763090575,4.692537815
ORC5,1.039086857,1.498757105,1.864240254,3.069798287
ZNF746,1.300776426,1.345141817,2.692967056,3.064732315
TAOK2,1.294671397,1.317797947,3.441890055,2.726246073
TOPORS,1.295788881,1.075629874,1.583874625,1.480962163
CLUH,1.342814281,1.261878389,3.474291025,3.199484761
SMCHD1,1.381254761,1.651437685,1.798996733,1.369672425
UTP23,1.56802145,1.787667319,1.246113044,1.262019439
SYF2,1.526584971,1.395946202,1.196941813,1.520300263
WDR33,1.570064976,1.347570237,2.887243638,1.604346585
CDC23,1.88343821,1.498651914,3.613915229,3.350733048
IFT172,1.795577264,1.514155547,1.804860371,1.140464114
AHCYL2,1.421839776,1.693001563,3.408585742,1.768225198
C1orf109,1.553050825,1.564090718,3.580714913,3.372071929
RBM19,2.080745765,1.059412179,1.624582458,1.347970657
GLO1,1.383708979,1.56289925,3.984211381,3.598644011
PSMD7,2.162126759,2.047334514,4.338988766,4.157661624
TIPRL,1.454927088,1.834091968,1.221304181,1.829826986
PRDM10,1.635158827,1.323978218,1.625440211,1.344703438
CIAO1,1.158121136,1.403687699,3.534565035,3.235970357
BSG,2.701559654,1.916522273,3.842811733,3.79868116
SIRT7,1.562888267,1.458762586,1.640872539,1.487119688
CCDC47,1.318401731,1.32118692,3.760584608,3.516543267
KDM2A,1.875978109,1.650787217,1.521843128,1.755518811
VPS13A,1.975856255,1.64546848,1.320648013,2.314039295
NOP9,1.248371565,1.902967718,3.636414722,3.065813052
DCLRE1A,1.115423372,1.609563441,1.206669458,1.842917448
OR6N2,1.331986994,2.138461664,3.544778119,3.58419104
MTHFSD,1.572144048,1.577808172,1.545748076,1.913148836
UBE2S,1.661476545,2.379379228,1.707926989,0.832374751
ZBTB10,0.889783227,1.749579505,3.029075303,2.975605368
SLC4A1AP,0.691955787,1.884243403,1.776416092,1.428848113
BRPF3,1.344474389,0.966184266,1.436108118,2.86389905
IFT57,0.736291889,1.253462947,2.661130792,2.523383971
HELLS,1.512030173,2.099763581,3.698410809,3.562224767
MSL1,1.0288635,1.191057298,1.403358721,1.577633978
COQ8B,1.558414648,1.990759128,3.183810944,3.183879612
OTUD4,1.686237647,1.200937584,3.462716249,2.154893385
CBX2,1.721033735,0.877441344,3.676336245,1.568221824
PIP4P1,1.712323522,2.004046789,3.567425733,3.619831052
KLF12,0.951073204,1.743979612,2.982229814,2.881720839
PHOX2B,1.540711933,1.29076206,1.516030602,1.245402035
ZC3H7A,1.331532337,1.368143187,4.073246989,3.870047014
ZNF275,1.418455183,1.479540063,1.516891343,1.941290873
PRIM1,1.291423361,2.399625247,3.404513882,3.337972352
ZNF337,1.846992147,1.49739021,1.10901175,1.550110037
AMER1,1.457228935,1.850298182,3.628511772,2.715639664
CD3EAP,2.09012289,1.816445638,3.293199496,3.829056691
HIRA,1.541060572,1.628975566,1.729275202,1.670755953
PDF,2.406899083,1.519243118,1.500712559,1.898571545
IFRD1,1.010172076,1.473522551,3.602081676,3.543755643
NEB,1.204879052,1.41046502,1.6988111,0.823058514
SEH1L,1.262685912,1.797774929,1.217883224,1.691198892
WDR41,1.401199394,1.538347785,3.520800086,3.381968582
INF2,1.904872916,1.03279018,3.130414283,3.223410152
ZMYM4,1.231455361,1.152502469,2.574007538,2.438802588
RHCE,1.331707051,1.264985238,2.268314777,1.370776196
TTC14,1.496045357,1.487136644,1.678766243,1.531122634
MAP3K20,1.581622735,1.702428027,1.952925553,1.157906048
TLN2,1.454981959,1.677949823,2.877647588,1.271132075
SDF2L1,1.831238002,1.173931067,3.758417627,3.434098255
7-Mar,1.755257752,1.77644787,1.744836165,2.899679402
ZNF799,1.121193539,1.505480606,1.652921991,1.61902249
ELAC2,1.067561554,1.966884997,3.185345531,2.939803676
TUT1,1.349539519,1.360740828,1.550332898,1.52345977
ZNF133,1.355848125,2.253316894,1.333280126,1.351829778
DVL1,1.865744746,1.522850737,1.668459978,1.748948802
KLHDC4,1.276315148,1.789091445,2.566973699,1.255701778
SDC3,0.979460665,1.259002522,0.888802686,1.44087365
CDC42,2.515728711,1.887099161,3.992933597,4.131045329
CEP192,1.467038982,1.740334818,1.851777098,1.446409949
MTCH2,1.275122534,1.423035856,3.462497402,3.030612061
SGSM1,1.488948932,1.663904812,1.451747595,1.963877152
COQ8A,2.299993962,1.994767577,4.281599753,4.075365961
EED,1.35641778,1.348259909,2.780187353,1.524426447
RHOH,1.669470394,1.835555921,1.57833208,1.50552494
EIF2B3,2.058749021,1.354350251,3.856375654,3.531906634
TBK1,1.540722446,1.664161121,2.803283357,3.101430965
HOXB9,1.676833692,1.474517631,1.707834296,1.463928707
TTF2,1.423040979,2.031129291,1.76636532,1.561598877
ACO2,1.725070957,1.311318777,1.280594019,1.693324485
FBXW4,1.247173278,1.238596476,1.562482333,1.357587363
CUL7,0.862257323,0.728929489,2.229024279,2.444122816
KBTBD6,1.308294076,1.403527136,1.572551686,1.786564588
BEND7,1.557140375,1.33188219,0.926805665,1.16123276
PDCD4,1.17677845,1.628685136,2.786569241,1.415922087
SUN2,1.720359681,1.607481107,2.934963296,2.584002091
GINS2,1.680572807,1.29691519,2.743474731,3.202719191
HGH1,1.170310624,1.215969416,3.505472583,3.249953817
KDM1A,1.405474928,1.778402901,3.208178818,3.230025739
HECTD1,1.454053875,1.115195955,2.89170654,2.456922479
NUP62,1.918469736,2.018489688,3.362178313,3.257150735
SLX4,2.116664333,2.208739846,1.396374204,1.592512682
SENP5,1.579107824,1.625841627,1.236717044,1.11856334
GDI2,1.670090851,1.50891748,1.363689048,2.08371649
DAZAP1,1.896330513,1.120110538,2.641238871,1.21443022
IQSEC1,1.412705078,1.261601023,2.752112618,2.91139652
CNOT11,1.504408915,1.131982482,3.575970339,3.598207574
DIP2A,1.506827001,1.517818768,0.821958523,2.199068574
CCDC12,1.581599127,1.167384414,3.360211179,3.531751936
ECH1,1.368953122,1.620903993,1.177174694,1.390380312
ZNF561,1.433357579,1.552295844,1.763400075,1.461981369
RAB24,1.483131535,1.423739707,3.243253454,3.653620381
WRAP73,1.414360612,1.459480814,2.926038929,2.846300003
TIAM1,1.429658385,1.421184031,1.393753787,1.651023806
ALG13,1.03858281,1.552168416,2.748279679,2.010369203
RPIA,1.76558391,1.585637845,1.107673792,1.362312023
BRD7,1.914905519,1.809489073,1.187562289,1.035848647
TBL2,1.454456937,1.357479867,3.632089269,3.583415273
CENPU,1.221669747,1.426405873,2.873545019,2.745798928
THOC3,1.485573074,1.301086841,3.730597309,3.379414133
ESYT2,1.439771142,1.485743206,3.009832531,2.727145621
INO80,0.828082414,1.532247622,1.592936164,2.412880537
NDUFS2,1.633368415,1.529061928,4.011068666,3.855842639
CBX5,1.87361429,1.239406252,0.833039055,1.296453649
RRBP1,1.604617258,1.391343024,4.044769373,3.896965778
CEP57,1.806844954,1.56558193,1.737617433,1.839547588
AFF4,1.535762372,1.299139484,1.3376134,0.951915138
ZC3H6,1.396712097,1.80827842,1.379860861,1.880838158
TERF2IP,1.505598629,1.695989254,3.041344755,2.7196547
RHOT2,1.793900132,1.501908342,3.858022671,3.514093036
ZFP36L2,1.365588628,1.397514263,3.650862177,3.68566522
FAM193A,1.517898744,1.426932037,3.046877098,2.521388064
GAK,1.750073099,0.957351208,2.514601311,1.804962459
EIF2B4,1.201288795,1.229438542,3.902580637,3.77233275
ZFP1,1.668075692,1.519722994,1.715059651,1.486969884
NCOR1,1.377278846,1.472934962,1.938322838,1.779482016
BPTF,1.582415145,1.704411777,3.753479042,1.238008128
CTBP1,1.795572035,1.468030546,2.853784822,3.454078829
STK19,1.401905521,1.258686409,2.497802437,2.261201298
GGNBP2,1.249483488,1.65014215,1.596381331,1.447767335
HOXA10,0.932331196,1.80226833,3.236443164,3.43498773
ARMC6,1.840315806,1.559686331,3.478690253,3.21033023
LONP1,2.358537156,1.408383797,1.716960477,2.750010655
MCM9,1.276918214,1.873620983,2.491626507,1.365224942
MYO9B,1.47612652,1.407896763,2.627702456,2.718253153
KLHL15,0.963392646,1.234554221,1.644900662,1.353394592
BABAM2,1.130903724,1.956867281,4.099954039,3.022551164
ZNF837,1.311876239,1.182735175,1.832209672,1.028720356
SGO2,1.412746753,1.624397729,2.415829105,1.585349851
DNAAF5,1.180962591,0.884930482,3.67991625,3.688502823
ATG2B,1.626677033,2.104520101,3.387895573,3.139490461
ZNF432,1.534522282,1.073012972,1.800300133,1.287053241
NDUFB10,1.898913792,1.719540488,4.256477878,4.193636864
RTKN,1.166458796,1.783331671,2.29533785,1.564504808
AASDHPPT,1.773810983,0.79507545,1.380684123,3.01933867
APLF,1.299196522,1.505414596,0.672685914,1.697527379
APAF1,1.830685347,2.60486557,3.761803371,2.653940211
AP1M1,2.133514691,1.392191285,3.75128574,3.222742844
DHX29,1.816732834,1.313695978,3.586773802,3.564963201
DEPDC1,1.677403462,1.588743376,2.002153733,1.852450902
PPP1R21,1.529386901,1.429407587,1.183984021,1.637824797
C18orf25,1.609694903,1.564414913,1.945745401,1.764188782
CCDC106,1.7960529,1.470847092,1.27653844,1.429798622
PCGF1,1.782043587,1.787330783,1.317685744,1.52998108
SPTLC1,0.902381923,1.625459873,2.958683346,2.286207528
QARS,1.847992751,1.48408361,3.983239082,3.898217204
CCNYL1,1.607607391,2.083933906,3.581756306,3.264067233
WASHC2A,1.63852126,1.421352042,3.040811486,2.248035734
TRMT11,1.54740826,1.332723803,2.713418641,2.657406517
DIP2C,0.822207955,1.496871307,1.503397678,1.827856941
METAP1,1.595998961,1.483938131,3.830918888,1.828861863
