Genes,CTRL_IgG_1,CTRL_IgG_2,TERT_IR_1,TERT_IR_2
ZNF317,1.50444195,1.47535376,1.313446972,1.635248689
EIF3K,2.139867752,1.368066977,3.969255044,3.8544377
ATP23,1.319436876,1.445077092,1.734432165,1.457611109
JPH1,1.211481117,1.773069159,3.181292624,3.146149222
FBXO7,1.471330274,1.661391974,3.304341558,3.264445569
CHTF18,1.207096275,1.384594339,2.688936392,1.980495537
ZNF14,1.495456395,1.531416183,1.530185942,1.595080443
RECQL5,1.939727464,1.565723908,2.131583614,1.817307996
ESRRA,1.570799117,1.435627845,2.894152856,2.440578253
PRKCZ,1.712454994,2.003193063,2.888256503,2.79162455
UBE4B,1.608624385,1.484781326,1.564232464,1.699678712
C10orf90,1.499095428,1.82843149,1.959707043,1.29069484
PARL,1.615054548,1.796295226,3.47412582,3.195571006
SETD2,1.009420719,1.491713123,1.476201887,1.295163612
RBPMS,2.133532172,1.6113826,2.631270052,1.30254235
DYSF,1.227082292,1.101583958,2.355566498,1.165100237
RSF1,1.19995867,1.391292489,1.340145368,1.678590454
WDR25,1.054234879,1.338641641,1.180403436,1.645922956
OTUD3,1.837879679,1.722611484,3.228984089,2.804799416
TELO2,1.02543404,1.480987231,3.709024055,3.346756718
RNGTT,1.722049638,1.182575819,1.523540995,2.883428479
SIN3B,1.419887643,1.222370751,2.979686406,3.000403853
ZNF142,1.679891646,1.663459873,2.119861699,1.642753658
SNRPB2,1.871596468,1.497995159,3.496082258,3.502640455
NIP7,1.366042029,1.132899514,3.877281078,4.066792389
AP3D1,2.296315735,1.228646179,2.976436381,2.597434396
POLE2,1.322357566,1.300811001,3.089497152,3.172157968
FAM98C,1.305688008,1.595899638,1.62954933,1.93140317
MTF2,2.146910397,1.459599957,2.699890204,1.382490791
CLPB,1.663703556,0.743664427,3.856335613,3.503714627
NDUFS8,1.630365956,1.012959103,3.87531194,3.92384653
PPP6R2,0.902073908,1.754762378,2.903418413,4.41827261
ZBTB41,1.61533816,1.413597161,1.311091794,1.390783919
NARS2,1.422837992,1.237503514,1.657822476,1.136867246
EIF3M,2.381030038,2.400570617,4.069332728,3.907187051
MTR,0.879504014,1.370297731,3.085241491,2.973526151
KANK1,1.482383006,1.513823468,3.190807053,2.702751652
NTHL1,1.309194504,1.867180398,3.960844665,3.901320521
CBLL1,1.483177445,1.495147754,1.822522374,2.158882672
ZNF581,1.65620892,1.552900124,3.00721343,1.654477077
SNX33,1.565614637,1.233421678,1.326814114,2.308354834
TRIP6,1.912578283,1.394851722,3.91992544,3.751764153
FOXRED1,1.581558114,1.699564932,3.165559306,2.933091395
PHC2,1.548785011,2.306930926,1.214500928,1.196589559
ZNF292,1.829896584,2.311403691,3.251648612,1.782768757
ZW10,1.312541138,1.987557582,3.422527035,3.187560942
HERC4,0.965938516,1.781800966,1.782978149,1.073156361
EMG1,1.17014163,1.711765522,3.622753326,3.642378086
GTF3A,1.231611837,1.511076562,1.195553754,1.919006264
DNAJB1,1.449437316,1.8378082,4.423482234,4.349914917
PAFAH1B2,1.310314275,1.58322882,2.973273743,3.217103466
SECISBP2L,0.943930027,1.828303275,2.749336525,2.401072631
RNMT,1.423959382,0.979946807,1.58349449,2.350331885
CCDC86,1.105576245,1.537592388,4.403373212,3.856222221
TPD52L2,1.060481379,1.333188216,1.344676114,3.652111225
SEPSECS,1.656357411,1.946894527,1.464354805,1.344033843
TOP1MT,1.863699587,1.190365947,1.008101599,1.658253576
TXNDC9,1.590534919,1.202185783,1.670294297,1.712774223
LCOR,0.911546152,1.694046801,2.685375772,1.879831028
GINS3,1.843230643,1.149364113,1.489147616,1.390922929
DBT,3.511200032,3.060257831,2.202795918,0.918941855
KLB,1.956232725,1.291438671,3.040453423,1.542246779
INO80C,1.677216179,1.635706426,1.92784118,1.683427647
XPOT,1.491254812,2.09494073,4.186640857,3.864223524
ZNF324,1.185999125,1.415972642,1.965920089,1.918284622
UBA5,1.290183983,1.637426742,2.266870241,2.72424702
SAAL1,1.331632302,1.687045751,3.652514859,3.532408591
RANBP6,1.474636647,1.331512488,3.810184203,3.817278449
RPRD1B,1.543522025,1.463228986,1.923239834,1.85536387
MAIP1,1.736301985,1.70580974,3.922091567,3.538874151
SUCLA2,1.716924432,1.828201278,1.230512972,3.128564384
CBLN4,1.769680269,1.859555976,1.377254713,1.427673782
TAB3,1.67384395,1.859766303,3.663170996,3.691212975
RAVER1,1.598405614,1.979867376,2.667610951,2.239957915
CSTF1,1.374110909,1.630850984,1.260170096,3.20013673
RAB18,1.793149625,1.099873752,3.684389187,3.345207358
TIMP3,1.163056917,1.818105833,1.596226649,1.622820766
PPRC1,1.346778145,1.703594301,1.491466913,1.087716954
POLR3C,1.236511308,1.786728166,1.266174011,1.568990497
C9orf64,1.497952566,2.371934182,1.567128484,1.882641769
CUL4B,1.664533053,0.894967008,1.818224096,1.608434955
JAKMIP3,1.413071869,1.855190307,1.865664565,1.580276826
GRPEL1,1.373108644,1.275825919,3.389573868,3.277942634
FBXO22,1.242186021,1.581188399,1.352699445,1.876916294
SPRYD3,1.112495114,1.237898545,1.508653525,1.286896998
DCAF4,2.141908645,1.476681689,1.764272127,1.918810417
KLF17,1.764796072,1.563775483,1.512858722,1.670412389
ANAPC5,1.622821383,1.907112148,2.956155388,2.520927045
GBF1,1.324752603,1.634015833,3.189791964,2.816986593
CENPO,1.623742318,1.432695865,1.259261092,1.64140769
POLR1B,2.033632961,1.806171999,3.155617433,3.212560859
APBB1,1.493959866,0.929405686,2.172304502,2.619149627
ACTR6,1.498634641,1.162802983,1.918531571,1.105172326
NINL,1.53318893,1.162894824,1.320063514,1.469309737
SULT1B1,1.815801865,1.643559086,1.523392779,1.339994045
LRRC14,1.649856081,1.506361604,3.286471401,3.147322876
RAB34,1.514761347,1.082792421,0.987075895,0.975671766
NDUFAF4,1.551679503,1.43324868,3.819173468,3.65227174
PAFAH1B1,1.843277376,1.296027209,2.963313086,1.790333053
WAPL,1.957446145,1.625326698,2.582921174,2.459104854
PRMT3,1.749263565,1.577526112,3.546059868,3.369861117
LSM12,3.159277536,2.943979893,4.710229317,4.586963938
NSMCE1,0.900972485,1.507910758,1.076842227,1.749781769
ODF2,1.204428228,1.887089009,1.468647835,1.698502207
TRIM4,1.885507094,1.804136331,3.958905723,3.175653994
EIF4ENIF1,1.572457697,1.604561741,2.780531005,2.362723372
ABHD14B,2.691663731,1.088964461,4.533523281,4.484008097
NCSTN,1.854771861,1.730441982,1.158484266,1.772680327
UBE4A,1.179700078,1.440961762,1.197081877,1.714120953
NES,1.432879831,1.091456986,3.370476556,2.958143746
NSDHL,1.558071059,1.827624424,3.1385444,2.985386491
OSBPL2,1.370797768,1.851790597,2.181999608,1.206024876
CIP2A,1.408758044,2.133455833,3.350287215,3.024623804
SF3A2,1.781837054,1.758155724,1.452375428,0.947470268
BABAM1,1.190698226,1.135926132,1.614193758,1.508475429
ZFAT,1.232464109,1.624234339,1.282609182,1.69981493
SHPK,1.225380549,1.310176382,1.439251268,1.334368344
ITSN2,1.282053671,1.402370458,2.440342706,2.198055117
SUGT1,1.753323134,1.343247104,1.514876003,3.217867383
DNM3,1.519246397,1.729879798,1.427929421,1.202489501
ZNF12,2.356163749,1.64067836,1.209892873,2.170284251
UBE3A,1.145058421,1.674202519,1.41074172,1.479944973
CCDC71L,1.421778452,1.221291569,1.113245975,1.350408781
SH3RF3,1.869070107,1.578523056,1.956618271,2.090472286
THAP4,1.616059238,1.447071937,1.308102488,1.755134771
ZNF101,1.658764817,1.494004577,1.856743979,1.510592192
TWISTNB,1.503449719,1.735049209,1.541286797,1.242644956
NEBL,1.797370408,1.876894114,1.551894305,1.646744904
GTF2H1,1.767655191,1.203686466,1.463485779,1.456314294
EEA1,1.070071102,1.791230544,1.813267524,1.356948983
EHMT1,1.882448691,1.677445203,2.213290183,1.631794534
FARS2,1.49311921,1.406924031,1.675454006,1.349860313
JADE1,1.635213013,1.16113846,1.67874411,1.759545521
WDR34,1.206418571,0.894478754,2.753431638,2.894165657
TRMT1,1.440356497,1.482540318,1.740479374,1.456461636
LCMT2,1.797917553,1.417971841,1.750606786,1.662403419
ZMYND11,1.128386082,1.404422943,1.472582362,1.961748234
PTHLH,1.192088753,1.422082093,1.322955967,1.126241984
RNF166,2.042768927,1.331087286,3.072627787,0.957103338
SNX19,2.074370532,1.666363848,1.517557031,1.143715575
SESN2,1.283559217,1.592577966,3.382232408,3.076009366
POLR3D,1.302647857,1.603252322,3.507642927,3.217820711
DNAJA4,2.067235978,1.731526247,1.596100922,3.055091983
UIMC1,1.530451335,1.464547986,1.71946518,1.551156602
HAUS8,1.7470085,0.883860611,2.773475935,2.92468179
DCAF12,1.705675931,0.931366285,2.880282295,2.763863434
RNH1,1.960239058,1.716094374,2.411609515,1.704026816
ANAPC15,1.35397387,1.402659372,3.496398728,3.352186445
SPART,1.420245514,1.133984259,3.329761558,3.323036624
DCAF5,1.572913525,1.2708174,2.526882523,1.198005951
EHMT2,1.572799205,1.515515963,2.661970355,2.621970832
KIDINS220,1.808091196,1.411977922,3.529948202,3.227875919
ZCCHC4,1.764196611,1.203568901,1.305969465,1.832912094
WBP4,1.311877795,1.998907315,1.17706295,1.594215019
VPS25,1.457454538,1.570807694,2.852075303,2.594566157
GAPVD1,1.675602533,1.58992483,3.31251674,2.746447994
NEMF,1.799642925,1.575168499,3.132535971,2.659319119
CDH23,1.626292663,1.771587909,1.186329512,1.690525802
EIF2S1,1.846000589,1.585385174,3.784898748,3.654301986
CDCA7L,1.514268686,1.335640636,1.397799844,1.845424117
MRPL46,1.192343118,1.300857281,1.752522279,1.488341441
NPLOC4,1.964800847,1.556937859,2.741473636,2.501346046
OGA,1.208942597,1.517689086,3.56909212,3.400084587
NMD3,1.651302983,1.489106689,2.317635591,2.711761374
CDC123,1.349307279,1.165377243,3.577729904,3.363211048
INSM2,1.095393977,2.169687382,2.428405416,1.446355981
ARIH2,1.150298461,1.150270812,3.979227634,3.876091127
NUPL2,1.135215798,1.320808088,3.480889478,3.196251436
RAB29,1.86908538,1.739069939,1.31397152,3.624634071
ZNF526,1.710058924,1.639592729,1.528254276,1.478316341
SAMM50,1.735487468,1.390795073,4.138212355,3.990723039
FOXJ1,1.749742492,1.967265363,3.605463056,3.474512787
HSDL2,1.801370214,1.800752537,3.24465563,3.051811789
TES,1.383879371,1.440267069,2.793990401,2.404736711
DCAF16,1.594427608,1.89799111,3.600226854,3.205744997
PRDX5,1.972280674,1.533515474,1.614643096,1.226621254
GNG7,3.462690557,2.794001772,3.554660433,1.547384392
RSRP1,1.679520513,1.178836883,2.020772498,1.498138925
TRMU,1.459610976,0.970241021,1.515418775,1.55767566
PRR3,1.640185901,1.548408493,1.339066661,1.486135257
KIF16B,1.391213582,1.167680297,3.153419562,2.994363012
N6AMT1,1.609632682,2.203848278,3.089359953,3.05411823
MFSD1,1.201626579,1.724320729,1.490765353,3.132619669
HDAC3,1.390575938,2.055526136,2.274279188,2.742479768
PTPN1,0.94371894,1.786968214,2.701287754,2.811645338
NID1,1.277725334,1.48058547,1.413959129,1.839558309
PARK7,3.28844173,1.48468073,3.114774791,3.250040113
TERF2,1.451462953,1.952689016,2.842702069,1.105783737
FHAD1,2.071244903,2.001564753,3.362688245,1.441766256
IDI1,1.258447486,1.767770007,1.101243183,4.004424378
REV3L,1.326304705,1.011039837,1.433077797,1.920431049
CDC34,1.853707664,1.355455419,1.478875418,1.311722663
ZFP37,1.236764249,1.907239481,1.493415628,1.534692265
FUT4,1.604529924,1.307084661,1.077489362,1.471974273
PLCG1,1.570977884,1.351494591,1.113645305,1.521745124
RSL24D1,1.603604025,1.285717965,1.421707032,1.152151091
PCDHA6,1.60642998,1.607984884,1.510156552,1.617020057
PTGFRN,3.01589404,2.972567507,3.163329619,3.058931558
RAPSN,1.513225368,1.489436573,3.037211817,1.73064498
PWWP2A,1.32552491,1.462950098,1.912324832,1.202466021
VPS16,1.711021674,1.719176754,2.916915105,2.746383952
NAMPT,1.956628035,1.796019881,4.220958145,4.20179594
MYNN,1.459508126,1.336166002,1.099731449,1.933026347
POLR2G,1.807724551,1.145117676,3.757011779,1.530387033
SLC25A24,1.138035523,2.352518478,4.1874874,4.001538014
AGPAT4,1.598706755,1.477116174,1.746557071,1.598580917
TASP1,1.023462798,1.879360168,1.284996915,1.351792605
FASTKD2,1.500774345,1.732983957,2.811428135,2.800282583
PHLDB2,1.35744085,1.573433921,2.9694575,2.268642082
OR10X1,1.529404335,2.007375918,1.946014953,1.968389566
USP19,1.24625133,3.386187527,3.482971685,2.965095373
DNAJC30,1.598394094,1.656137833,3.761689215,3.638752248
BRD8,0.856650588,1.709632374,2.545717204,2.304751632
SPATA6,1.519019989,1.019898561,1.794171811,1.341262038
ZNF584,1.767438109,1.097134899,0.993255966,1.402618505
MAP2K3,1.248783869,1.409930218,3.077031712,3.049378722
ZNF207,1.601922224,1.250153793,3.145424265,2.784866235
UFM1,1.804744976,1.329472013,1.364928228,2.102762122
SELENOH,1.575030996,1.580828225,1.477500149,2.346534218
TONSL,1.996509096,1.697421538,0.962470303,1.663832908
PPP1R15B,1.593525978,1.350976334,3.730420301,3.515047732
LSM14A,1.379657128,1.186216717,3.507899877,2.914569926
SMPD4,1.5269997,1.025297208,2.87064359,2.652863474
AEN,1.279546196,1.625037905,1.626065433,3.39374158
ZNHIT6,1.393360648,1.19836318,3.892711303,3.839445728
ATP6V0A2,1.714242469,1.822413217,1.609115582,1.675066398
RPUSD3,1.55391267,1.924948989,3.793075934,3.665218789
YME1L1,1.952020187,1.277267045,3.819664573,3.7340676
C1R,1.273492031,1.388147179,1.904583471,1.703854616
SAP30,1.513044338,1.232606393,1.704674041,3.000570798
NIPSNAP1,1.047809546,1.145748939,0.975928761,2.0028928
PCGF5,1.648150501,1.456940233,1.436031631,1.095447717
RAI1,1.381531698,2.095100374,2.354263879,1.899768711
ZNF628,1.947244487,1.347894653,1.648806007,1.623608557
ANKRD13A,1.678596675,1.637187613,1.569820121,1.522831333
CCDC71,1.296864443,1.343597255,2.484415936,1.660802389
AKAP1,0.905164776,1.467235898,3.405602737,1.529558075
PNMA8A,1.53034549,2.317011825,2.854227246,2.404283538
SMG5,1.823777811,1.476571645,2.864495682,2.833421368
ASH2L,1.231691493,1.245699811,2.506701005,1.391516537
KDM4A,1.348440105,1.458370177,1.400580466,1.50416626
ZMYND8,1.654494423,1.656129238,1.401008343,3.059525941
ICE2,1.643012741,1.267385512,2.474958098,1.521590451
G6PD,1.078431582,1.459991943,1.156722986,2.359576871
CNOT9,2.082339112,0.875841389,3.854915194,3.766786687
CGGBP1,0.865213719,1.146993256,4.222147523,4.128637385
RAD21,1.183706669,1.775283888,1.791657556,1.386339315
VCAN,1.319408263,1.676473325,0.970333108,1.495836123
C18orf63,1.129231964,1.000800544,1.387225559,1.080552897
QPCTL,1.454369627,1.376251392,3.477793936,3.507419344
PPP2R3C,1.35807995,1.383670426,2.973068392,1.959593598
PHC1,1.506625985,1.509821164,0.715163377,1.344439497
A2M,1.518599614,1.140401237,2.252087484,1.175073901
ARL6IP4,1.885346338,1.117618496,1.073171469,2.800084755
ANKRD35,1.532253708,3.353888659,1.069368599,2.703186997
ALDH1L2,1.527504643,1.768971524,1.49434566,1.097490965
TRRAP,1.495563023,1.750457494,1.558625212,2.79364639
MEN1,1.620517786,1.229781247,1.560696543,2.672778732
E4F1,1.516940612,2.086043867,2.604702465,2.417198117
CACYBP,2.57876023,1.721830211,4.030480104,3.992579713
ARL3,1.675531363,1.640661405,3.364414276,3.096851646
ISYNA1,0.921667033,1.44237935,3.118311379,2.3258321
FHL3,1.72812481,1.439547491,2.183131333,1.252261428
SEPHS2,1.890642997,1.954875705,2.838494194,1.280913799
ZIC3,1.819953604,1.148325422,2.996038931,2.202671587
ADAMTS1,1.691818083,1.621993786,1.013076741,1.729284427
NFATC2IP,1.56855881,1.788195883,1.488978617,1.745794941
XIAP,2.073179361,1.130918016,3.793758804,3.498223298
ALLC,1.926129376,1.325679291,3.271601382,3.297387682
GOSR1,1.503322765,1.93753656,2.08339553,1.455107926
SMURF2,1.564934171,1.480208214,1.702817951,1.014653512
EARS2,1.312500477,1.302753363,3.812157343,3.521333867
SLC25A20,1.97616304,1.704959085,1.182793834,2.051977158
CNOT7,1.618879715,1.148268532,3.144999761,2.806281468
TIMM44,1.201334586,1.38986652,3.5479946,3.178695386
SNX18,1.416063859,0.826010502,1.860875167,1.405067334
JMJD6,1.419301443,1.172479728,1.572827383,1.781371255
MAX,1.781313249,1.913528844,2.878758567,1.071474098
ANXA11,1.178676646,1.491422613,1.823214117,1.755229635
C5orf30,1.821889921,1.406562151,1.747899761,1.301719309
PRUNE1,1.715281027,1.748413769,3.228348977,3.081074485
PJA1,1.547399662,1.362156195,1.400213782,1.599362149
HK2,1.367787649,1.034780883,2.422170242,2.3293612
PNO1,1.39447514,1.450328599,3.716048013,3.087763416
ZNF335,1.356778425,1.560817921,1.829613512,0.858971077
LRSAM1,1.212662868,1.478071237,1.570644135,1.360449659
MTMR4,0.891821526,1.516733344,3.695596852,2.733383296
MICU2,1.171548235,1.76328006,2.668610209,3.464252776
DMAP1,1.398862733,1.336553583,2.916655981,2.36508328
TTC37,1.691795036,0.982076186,3.186794456,2.901122834
SLC25A26,1.843266611,1.52136683,1.587875003,1.421046035
CPM,1.39714476,1.593416101,1.218242829,1.930428578
HTT,1.71200404,1.60725643,1.833171163,1.238394607
CALCOCO1,1.723901274,1.940087183,2.973474013,1.532586901
TMEM43,1.603061515,1.888963254,3.063001942,2.800078604
PRKACB,1.582111777,1.633800253,3.248897585,2.884042651
PHF14,1.283974753,1.015392087,1.256077906,1.488918333
EPS15,1.331492746,1.214814982,2.685030802,2.746447878
PRKACA,1.742458708,1.685182756,3.53691137,3.27576069
POLD3,1.243383249,1.440767784,3.799442768,3.580281642
ARHGEF11,1.091836449,2.016456832,1.851611075,1.289110751
PSMB7,1.779865399,2.453006346,3.930699883,3.501564577
FBXW8,1.529721602,1.414238803,1.277745945,1.508608056
ACAT1,1.976645798,1.517469563,4.045334763,3.856668595
CTDSPL2,1.469100765,1.495111412,2.350745023,1.914776397
MAPKAPK2,1.35819053,1.397063053,1.417967584,1.709099877
ZNF598,1.331246713,1.424673853,2.863231317,3.071659405
CDK5RAP1,0.881382856,1.618441866,1.477604941,1.720376883
LRRC59,3.015463186,2.905090125,4.115138082,4.044374135
CRTC1,1.37178672,1.617250464,1.629452695,1.452755326
VRK2,1.538674072,1.926549349,3.898558933,2.618004072
THAP7,1.267136225,1.641745311,1.688099175,1.133662413
CPT2,1.352313388,1.47509462,1.585926976,2.050058577
IBA57,1.616965596,1.345649132,1.55744767,2.121264092
HOXD13,1.553960877,1.663460153,2.732284882,2.545363252
UNC5C,0.967237823,1.244129791,1.491526029,1.614849061
SERAC1,1.175064495,1.366065753,1.792566548,0.982938886
NOSIP,1.930275066,1.297043677,2.952515108,1.28668008
GALK2,1.084697696,1.329462056,3.002258677,3.051829
SFXN2,1.416859441,2.295719038,3.220238709,3.441283986
TMEM161B,1.17429434,1.557233629,2.772923617,1.525551804
COX11,0.76576663,1.263190358,1.504073496,3.266808163
GINS4,1.611506661,1.532928226,1.539988884,1.395452607
RHBDD2,1.170232192,2.095436264,3.791751474,3.483374978
EZH2,1.628721276,1.700165703,2.895220854,2.42375592
IBTK,1.628468318,1.274313598,1.927243524,1.912832158
NUB1,1.729923528,1.655697846,1.515043648,1.579153394
ZIC2,1.473449104,1.645387398,2.632557044,3.214200341
AAGAB,1.823862533,1.234842324,1.245524751,1.350410953
ERCC6L,2.179105975,1.53903132,2.722288283,2.500703729
MPHOSPH6,1.494417422,1.454184935,3.081754594,1.461662347
ARL13B,1.545397575,1.581077773,3.503943803,3.229719546
DNM1L,1.41377363,0.952875255,2.650788541,2.543838585
PTPMT1,2.605263413,1.288890997,4.150741519,4.029803126
CHAMP1,1.468930768,1.428343113,1.070404608,3.421830315
EIF2S2,1.511864841,2.079642296,3.096471466,3.01369604
SBDS,1.814659362,1.659821551,3.457317508,1.444392081
ARHGAP1,1.215528152,1.245000161,3.268522984,2.931364292
XRN1,1.222939923,1.166707274,3.302896523,2.634224626
HEPH,0.976175928,0.867230159,1.28730972,1.326336993
TRIP4,1.733903594,1.227978565,1.854566877,2.665018872
PDCD10,1.469482679,1.468298155,3.82216127,3.29858278
TEPSIN,1.739654824,1.17868925,1.957087199,1.514579578
SLC27A3,1.253574512,1.676241431,3.445510339,2.37984951
ABRAXAS2,1.350144464,1.596590427,3.087365384,2.831027697
COL6A5,1.606356735,1.122814296,1.598616424,1.58192048
CCDC85C,1.121588009,1.721975881,3.391333669,3.127180384
SNRNP48,1.623587446,1.103463929,1.249248159,1.565636428
SEC22B,1.252063867,1.89030658,3.691388988,3.640165695
CHMP2A,1.785962287,1.641661795,1.607297518,1.930965007
DNAJB11,1.937359381,2.312039248,3.70758584,3.512632997
IGHMBP2,1.881816128,1.395136935,3.3390572,3.207326925
