Gene,logFC,logCPM,F,PValue,FDR
NAGLU,-0.698645855839056,5.28932423699542,49.6554549061617,6.53055007457777e-07,0.000101582412241135
CENPM,-1.00009733700176,4.70558631779594,49.4350188007761,6.74966863677814e-07,0.00010405337382376
HELZ2,-0.719711483684376,3.93994687648321,49.3044914608507,6.88337310276565e-07,0.000104586871753458
TMEM161A,-0.731206423781828,6.11036728381609,49.2413663290259,6.94858059659603e-07,0.000104586871753458
NR2C2AP,-0.782794817899047,4.03074601370317,49.2250969788717,6.96599690237907e-07,0.000104586871753458
RNF123,-0.685487232991703,5.70569229572554,49.1296911678747,7.06634234795139e-07,0.00010471136446878
TP53I13,-0.73572942291382,4.69402825007689,49.0761213243642,7.123672774142e-07,0.00010471136446878
RCN1,0.481749780980892,7.35812941092457,49.0457475698086,7.1562266925264e-07,0.00010471136446878
BOLA1,-0.704028542246367,4.30414271879174,48.8755342162406,7.34272632940826e-07,0.000106118692209585
NEXN,0.89187743291772,3.58773661938946,48.812973371674,7.41271738995714e-07,0.000106118692209585
NAT14,-0.746186192433606,5.34901899497936,48.7912022460009,7.43679008303013e-07,0.000106118692209585
OGDHL,-0.570390470783386,4.99721128089695,48.4240795016741,7.86280852489961e-07,0.000111278075402391
PKD1,-0.580154548459823,5.95678317482009,48.1748481303889,8.167191044479e-07,0.000114646114287784
PIGQ,-0.759754294541969,5.873110816769,47.9441185029673,8.46059271334965e-07,0.000117111012817497
SNRNP27,0.740059299828019,5.54013742983874,47.8948405063623,8.52471020755249e-07,0.000117111012817497
CMTR1,-0.49001927364113,6.63839276644514,47.8264009276484,8.61468011176133e-07,0.000117111012817497
PDF,-1.19210105902957,2.84472527523852,47.8148062135245,8.63376069850642e-07,0.000117111012817497
EAPP,0.529586186553569,5.41744897281727,47.7709099734782,8.68842094271158e-07,0.000117111012817497
SNRPD3,0.569360962669232,6.3307781455252,47.7251269487228,8.74975133410004e-07,0.000117111012817497
CACFD1,-0.72800836776458,3.29294021269413,47.5650158444992,8.96942530214975e-07,0.0001188858065508
HTRA2,-0.682901255975088,4.67775127367618,47.5276237607203,9.02006293186306e-07,0.0001188858065508
COX8A,-0.624945257819925,7.15038074369832,47.439888029322,9.14283231228214e-07,0.000119591017199897
DHFR,0.451371570379331,7.98129393795145,47.3029109150226,9.33845177194511e-07,0.000121231359619853
